birthYear,gender,height,weight,walkSpeed,temperature,precipitationProbability,precipitation,weightShortest,weightOptimal,takeTime
2000,0,173.0,65.0,1,19.0,0,0.0,0.0,0.03009914257837548,31
2000,0,173.0,66.0,2,19.0,0,0.0,0.0,0.025512686947061426,19
2000,0,173.0,66.0,2,19.0,0,0.0,0.0,0.017786981554024705,23
2000,0,173.0,66.0,2,19.0,0,0.0,89.32613053014812,0.023523566611651548,13
2000,0,173.0,66.0,2,19.0,0,0.0,-89.12629461447864,0.030500435496317365,16
2000,0,173.0,66.0,2,19.0,0,0.0,-89.16990225092867,0.05053224816316234,45
2000,0,173.0,66.0,2,19.0,0,0.0,89.93393794421443,0.013706459363799054,17
2000,0,173.0,66.0,2,19.0,0,0.0,88.28283245312524,0.05995840791564111,43
2000,0,173.0,66.0,2,19.0,0,0.0,0.0,0.03009914257837548,21
2000,0,173.0,66.0,1,19.0,0,0.0,89.7351176271295,0.01386930741991203,8
2000,0,173.0,65.0,1,19.0,0,0.0,-88.97936340080533,0.017815353549611487,25
2000,0,173.0,66.0,1,19.0,0,0.0,-88.97936340080533,0.017815353549611487,16
2000,0,173.0,66.0,1,19.0,0,0.0,89.42968552945658,0.019908388073786264,11
2000,0,173.0,65.0,1,19.0,0,0.0,89.42968552945658,0.019908388073786264,15
2000,0,173.0,65.0,1,19.0,0,0.0,89.47326329379786,0.06251613196392493,55
2000,0,173.0,66.0,1,19.0,0,0.0,89.47326329379786,0.06251613196392493,55
2000,0,173.0,66.0,1,19.0,0,0.0,89.47285038444276,0.052444309516773854,45
2000,0,173.0,65.0,1,19.0,0,0.0,89.47285038444276,0.052444309516773854,50
2000,0,173.0,66.0,1,19.0,0,0.0,89.3020088503183,0.013401131030285198,9
2000,0,173.0,65.0,1,19.0,0,0.0,89.3020088503183,0.013401131030285198,11
2000,0,173.0,66.0,1,19.0,0,0.0,83.54971596399955,0.022611344743864403,21
2000,0,173.0,65.0,1,19.0,0,0.0,83.54971596399955,0.022611344743864403,19
2000,0,173.0,66.0,1,19.0,0,0.0,84.83218662523609,0.018088148578229823,12
2000,0,173.0,65.0,1,19.0,0,0.0,84.83218662523609,0.018088148578229823,14
2000,0,173.0,66.0,1,19.0,0,0.0,0.0,0.018647622023670648,13
2000,0,173.0,65.0,1,19.0,0,0.0,0.0,0.018647622023670648,14
2000,0,173.0,65.0,1,19.0,0,0.0,-85.96393050992563,0.04939161464612843,42
2000,0,173.0,66.0,0,19.0,0,0.0,0.0,0.02883387047688575,20
2000,0,173.0,65.0,1,19.0,0,0.0,0.0,0.02883387047688575,21
2000,0,173.0,65.0,1,19.0,0,0.0,-86.22406490331136,0.04619865161436956,38
2000,0,173.0,66.0,0,19.0,0,0.0,-86.22406490331136,0.04619865161436956,46
2000,0,173.0,65.0,1,19.0,0,0.0,88.34359379490371,0.02024245910298387,15
2000,0,173.0,66.0,0,19.0,0,0.0,88.34359379490371,0.02024245910298387,11
2000,0,173.0,65.0,1,19.0,0,0.0,-89.71207202029682,0.037869902236779586,33
2000,0,173.0,65.0,1,19.0,0,0.0,89.48228216910887,0.01957971023478734,31
2000,0,173.0,65.0,1,19.0,0,0.0,89.11690927379364,0.04886594939235726,40
2000,0,173.0,65.0,1,19.0,0,0.0,-89.76228324813825,0.00892950372650068,7
2000,0,173.0,66.0,0,19.0,0,0.0,-89.64642681226562,0.015327166252046888,11
2000,0,173.0,65.0,1,19.0,0,0.0,-82.19606160399502,0.03904106249169975,38
2000,0,173.0,66.0,0,19.0,0,0.0,-89.26046493364784,0.04378783761246396,41
2000,0,173.0,65.0,1,19.0,0,0.0,-89.71055986210361,0.024751754641411057,17
2000,0,173.0,66.0,0,19.0,0,0.0,-89.71055986210361,0.024751754641411057,22
2000,0,173.0,65.0,1,19.0,0,0.0,-89.74201422138862,0.013034465235654574,9
2000,0,173.0,66.0,0,19.0,0,0.0,-89.74201422138862,0.013034465235654574,8
2000,0,173.0,65.0,1,19.0,0,0.0,-89.69179205063061,0.053766989853744236,43
2000,0,173.0,66.0,0,19.0,0,0.0,-89.69179205063061,0.053766989853744236,35
2000,0,173.0,66.0,0,19.0,0,0.0,89.48250030337415,0.07709506083444671,62
2000,0,173.0,66.0,0,19.0,0,0.0,-89.04513937287659,0.008500172492682964,6
2000,0,173.0,66.0,0,19.0,0,0.0,0.0,0.032396664428712425,31
2000,0,173.0,66.0,0,19.0,0,0.0,-89.95518872994742,0.007821043638855127,8
2000,0,173.0,65.0,1,19.0,0,0.0,0.0,0.032396664428712425,27
2000,0,173.0,65.0,1,19.0,0,0.0,-89.95518872994742,0.007821043638855127,7
2000,0,173.0,65.0,1,19.0,0,0.0,89.8919331650464,0.018861243187518174,18
2000,0,173.0,66.0,1,22.0,0,0.0,0.0,0.020621745981618218,17
2000,0,173.0,65.0,1,22.0,0,0.0,0.0,0.020621745981618218,29
2000,0,173.0,66.0,1,22.0,0,0.0,0.0,0.03985981808131448,38
2000,0,173.0,66.0,1,22.0,0,0.0,0.0,0.10284306180837596,77
2000,0,173.0,65.0,1,22.0,0,0.0,0.0,0.1132586934102918,97
2000,0,173.0,66.0,1,22.0,0,0.0,0.0,0.015689392360598953,8
2000,0,173.0,65.0,1,22.0,0,0.0,0.0,0.015689392360598953,12
2000,0,173.0,65.0,1,22.0,0,0.0,-89.6017939829128,0.04170070801603717,44
2000,0,173.0,66.0,1,22.0,0,0.0,-89.6017939829128,0.04170070801603717,51
2000,0,173.0,65.0,1,22.0,0,0.0,-88.77824993096002,0.05331698457377089,40
2000,0,173.0,66.0,1,22.0,0,0.0,-88.77824993096002,0.05331698457377089,39
2000,0,173.0,65.0,1,22.0,0,0.0,-89.61401844194782,0.018482601078450022,16
2000,0,173.0,66.0,1,22.0,0,0.0,-89.61401844194782,0.018482601078450022,17
2000,0,173.0,66.0,1,22.0,0,0.0,-89.3056985801443,0.011575605595276114,7
2000,0,173.0,65.0,1,22.0,0,0.0,-89.3056985801443,0.011575605595276114,9
2000,0,173.0,65.0,1,22.0,0,0.0,-89.11690927379364,0.04886594939235726,39
2000,0,173.0,66.0,1,22.0,0,0.0,-89.11690927379364,0.04886594939235726,41
2000,0,173.0,66.0,1,22.0,0,0.0,-89.48228216910887,0.01957971023478734,17
2000,0,173.0,65.0,1,22.0,0,0.0,-89.48228216910887,0.01957971023478734,19
2000,0,173.0,66.0,1,22.0,0,0.0,89.71207202029682,0.037869902236779586,28
2000,0,173.0,65.0,1,22.0,0,0.0,89.71207202029682,0.037869902236779586,28
2000,0,173.0,65.0,1,22.0,0,0.0,-88.34359379490371,0.02024245910298387,17
2000,0,173.0,66.0,1,22.0,0,0.0,-88.34359379490371,0.02024245910298387,20
2000,0,173.0,66.0,0,22.0,0,0.0,86.22406490331136,0.04619865161436956,40
2000,0,173.0,65.0,1,22.0,0,0.0,86.22406490331136,0.04619865161436956,34
2000,0,173.0,66.0,0,22.0,0,0.0,0.0,0.02883387047688575,24
2000,0,173.0,65.0,1,22.0,0,0.0,0.0,0.02883387047688575,19
2000,0,173.0,66.0,0,22.0,0,0.0,85.96393050992563,0.04939161464612843,38
2000,0,173.0,65.0,1,22.0,0,0.0,85.96393050992563,0.04939161464612843,37
2000,0,173.0,66.0,0,22.0,0,0.0,0.0,0.018647622023670648,18
2000,0,173.0,65.0,1,22.0,0,0.0,0.0,0.018647622023670648,17
2000,0,173.0,66.0,0,22.0,0,0.0,0.0,0.01033202175580085,9
2000,0,173.0,65.0,1,22.0,0,0.0,0.0,0.01033202175580085,6
2000,0,173.0,65.0,1,22.0,0,0.0,-86.19842022519668,0.013289524135084739,10
2000,0,173.0,66.0,0,22.0,0,0.0,-83.69215820084018,0.02210791265815575,13
